	adjusted Student P	Student P	log2FC	Protein Group	Top	Accession	Significance	Coverage (%)	#Peptides	#Unique	PTM	ADRNOR_4H_1_1_2792 Area	ADRNOR_4H_1_2_2793 Area	ADRNOR_4H_2_1_2795 Area	ADRNOR_4H_2_2_2796 Area	ADRNOR_4H_3_1_2798 Area	ADRNOR_4H_3_2_2799 Area	ADR_4H_1_1_2772 Area	ADR_4H_1_2_2773 Area	ADR_4H_2_1_2775 Area	ADR_4H_2_2_2776 Area	ADR_4H_3_1_2778 Area	ADR_4H_3_2_2779 Area	CTRL_4H_1_1_2752 Area	CTRL_4H_1_2_2753 Area	CTRL_4H_2_1_2755 Area	CTRL_4H_2_2_2756 Area	CTRL_4H_3_1_2758 Area	CTRL_4H_3_2_2759 Area	NOR_4H_1_1_2781 Area	NOR_4H_1_2_2782 Area	NOR_4H_2_1_2786 Area	NOR_4H_2_2_2787 Area	NOR_4H_3_1_2789 Area	NOR_4H_3_2_2790 Area	TNF_4H_1_1_2761 Area	TNF_4H_1_2_2762 Area	TNF_4H_2_1_2764 Area	TNF_4H_2_2_2765 Area	TNF_4H_3_1+_2769 Area	TNF_4H_3_2_2770 Area	ADRNOR_24H_1_1_2931 Area	ADRNOR_24H_1_2_2932 Area	ADRNOR_24H_2_1_2934 Area	ADRNOR_24H_2_2_2935 Area	ADRNOR_24H_3_1_2937 Area	ADRNOR_24H_3_2_2938 Area	ADR_24H_1_1_2911 Area	ADR_24H_1_2_2912 Area	ADR_24H_2_1_2914 Area	ADR_24H_2_2_2915 Area	ADR_24H_3_1_2917 Area	ADR_24H_3_2_2918 Area	CTRL_24H_1_1_2840 Area	CTRL_24H_1_2_2841 Area	CTRL_24H_2_1_2843 Area	CTRL_24H_2_2_2844 Area	CTRL_24H_3_1_2846 Area	CTRL_24H_3_2_2847 Area	NOR_24H_1_1_2920 Area	NOR_24H_1_2_2921 Area	NOR_24H_2_1_2925 Area	NOR_24H_2_2_2926 Area	NOR_24H_3_1_2928 Area	NOR_24H_3_2_2929 Area	TNF_24H_1_1_2849 Area	TNF_24H_1_2_2850 Area	TNF_24H_2_1_2852 Area	TNF_24H_3_1_2908 Area	TNF_24H_3_2_2909 Area	POOL_3_2923 Area	221212_POOL_4_2940 Area	221207_POOL_4_2801 Area	221207_POOL_3_2784 Area	221207_POOL_2_2767 Area	221207_POOL_1_2750 Area	Sample Profile (Ratio)	ADRNOR_4H Area	ADR_4H Area	CTRL_4H Area	NOR_4H Area	TNF_4H Area	ADRNOR_24H Area	ADR_24H Area	CTRL_24H Area	NOR_24H Area	TNF_24H Area	POOL Area	Group Profile (Ratio)	Avg. Mass	Description
3802	0.038543498944835664	0.0011526187670920709	0.28586919499874774	5315	True	Q96AA3|RFT1_HUMAN	14.42	3.7	2	2	Carbamidomethylation	1372.1141	1410.2119	1301.2916	1326.4283	1418.4497	1327.9285	1080.6493	1150.9198	1268.014	1383.6693	1190.808	1296.7819	906.802	1067.556	1270.5455	1157.028	1111.7609	1102.306	1343.1172	1362.6476	1273.6738	1396.2252	1038.7222	1147.1364	1063.7097	1440.7732	1096.8739	1138.8179	1336.4004	1311.2261	1431.7582	1210.3584	1295.9355	1283.3837	1051.3004	1509.532	1011.5188	1121.2863	1362.8037	1392.0095	1851.7393	1630.31	1266.5472	1294.2202	1113.8254	1425.5415	1416.4194	1423.3557	1085.5612	1380.8737	973.0426	1017.39496	980.1401	980.4226	1393.8281	1069.4918	1115.9445	1015.06165	1406.2657	1354.7607	1340.2751	1503.8326	1055.7676	1331.0347	957.1838	1.00:1.03:0.95:0.97:1.03:0.97:0.79:0.84:0.92:1.01:0.87:0.95:0.66:0.78:0.93:0.84:0.81:0.80:0.98:0.99:0.93:1.02:0.76:0.84:0.78:1.05:0.80:0.83:0.97:0.96:1.04:0.88:0.94:0.94:0.77:1.10:0.74:0.82:0.99:1.01:1.35:1.19:0.92:0.94:0.81:1.04:1.03:1.04:0.79:1.01:0.71:0.74:0.71:0.71:1.02:0.78:0.81:0.74:1.02:0.99:0.98:1.10:0.77:0.97:0.70	1359.404	1228.4738	1102.6664	1260.2537	1231.3002	1297.0447	1394.9446	1323.3182	1069.5725	1200.1184	1257.1425	1.00:0.90:0.81:0.93:0.91:0.95:1.03:0.97:0.79:0.88:0.92	60335	Protein RFT1 homolog OS=Homo sapiens OX=9606 GN=RFT1 PE=1 SV=1
3809	0.03953344605029679	0.0012247654186224271	0.48774075912005976	628	True	Q12805|FBLN3_HUMAN	47.19	11.36	19	4	Acetylation (K); Carbamidomethylation	30687.969	29823.43	42544.21	36097.336	38000.457	38313.65	36923.812	35303.504	36239.47	41066.125	39796.688	43839.914	27571.35	25792.182	24554.541	30502.785	24238.625	27046.885	31571.52	32101.33	34198.246	33956.266	34538.83	35136.734	32350.027	27697.78	30763.012	31627.928	33257.223	33307.645	46369.742	46089.457	36736.38	40793.92	43830.242	41240.375	35147.07	35541.984	40564.355	38049.715	13544.359	30574.506	33813.48	36933.92	43812.9	45513.133	35568.668	40085.406	35181.86	34299.984	32037.377	30868.75	42264.7	43936.973	28009.725	28707.55	24786.36	21114.246	27557.67	33117.9	34622.36	39478.582	33990.8	34016.53	52335.492	1.00:0.97:1.39:1.18:1.24:1.25:1.20:1.15:1.18:1.34:1.30:1.43:0.90:0.84:0.80:0.99:0.79:0.88:1.03:1.05:1.11:1.11:1.13:1.14:1.05:0.90:1.00:1.03:1.08:1.09:1.51:1.50:1.20:1.33:1.43:1.34:1.15:1.16:1.32:1.24:0.44:1.00:1.10:1.20:1.43:1.48:1.16:1.31:1.15:1.12:1.04:1.01:1.38:1.43:0.91:0.94:0.81:0.69:0.90:1.08:1.13:1.29:1.11:1.11:1.71	35911.176	38861.586	26617.729	33583.82	31500.604	42510.02	32236.998	39287.918	36431.61	26035.11	37926.945	1.00:1.08:0.74:0.94:0.88:1.18:0.90:1.09:1.01:0.72:1.06	54641	EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=EFEMP1 PE=1 SV=2
3810	0.035697029904366136	0.0009550044833302059	0.5384321033805506	4606	True	Q9UBB5|MBD2_HUMAN	45.2	9.0	3	3		14710.196	15010.307	13862.33	14740.494	12818.09	11656.623	12952.296	12670.442	11775.401	12220.155	13631.552	12138.585	9147.542	8295.976	10567.059	8854.756	10951.613	12046.955	13987.141	13714.979	14709.584	15024.785	15627.479	15810.537	13044.341	13704.592	13927.217	13693.559	14191.894	14114.705	16207.367	16039.024	14630.262	15710.484	15605.392	15402.5205	14555.255	14515.338	14760.077	14929.361	5916.932	6347.074	14916.416	15262.99	15906.121	14788.89	15067.499	15044.282	15615.58	15295.866	15166.924	14951.239	14544.035	14961.123	17594.809	16583.514	16858.395	17258.125	16180.326	15946.073	15612.418	15013.126	15099.618	14815.016	8444.962	1.00:1.02:0.94:1.00:0.87:0.79:0.88:0.86:0.80:0.83:0.93:0.83:0.62:0.56:0.72:0.60:0.74:0.82:0.95:0.93:1.00:1.02:1.06:1.07:0.89:0.93:0.95:0.93:0.96:0.96:1.10:1.09:0.99:1.07:1.06:1.05:0.99:0.99:1.00:1.01:0.40:0.43:1.01:1.04:1.08:1.01:1.02:1.02:1.06:1.04:1.03:1.02:0.99:1.02:1.20:1.13:1.15:1.17:1.10:1.08:1.06:1.02:1.03:1.01:0.57	13799.673	12564.738	9977.316	14812.417	13779.385	15599.175	11837.34	15164.365	15089.129	16895.033	14155.202	1.00:0.91:0.72:1.07:1.00:1.13:0.86:1.10:1.09:1.22:1.03	43255	Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1
3872	0.04224382029687297	0.00144555021686364	0.5702149457750778	6333	True	K7EKI1|K7EKI1_HUMAN	55.84	13.39	1	1		1383.1749	1306.6356	1173.78	1050.8978	989.0352	1044.462	948.2239	962.8248	1031.8978	428.03427	888.32574	1099.4729	847.60095	583.7639	704.1763	500.5883	928.0463	793.9298	1235.9025	1059.0308	1140.544	1181.8131	826.1369	899.7569	929.34937	1120.2047	1154.6187	1217.9725	720.79694	817.268	698.79694	715.3912	937.998	876.14484	1136.4762	1408.4368	967.72833	919.584	604.3051	815.8017	437.58102	632.61053	1586.581	1400.8119	1183.8761	1457.6173	1240.0642	1318.0785	826.4488	724.07776	858.7846	615.4366	722.9769	1381.87	1397.9381	1651.392	1292.9398	1368.3923	1432.3115	1269.5978	1025.8772	1262.6019	1181.0221	1188.2723	847.9018	1.00:0.94:0.85:0.76:0.72:0.76:0.69:0.70:0.75:0.31:0.64:0.79:0.61:0.42:0.51:0.36:0.67:0.57:0.89:0.77:0.82:0.85:0.60:0.65:0.67:0.81:0.83:0.88:0.52:0.59:0.51:0.52:0.68:0.63:0.82:1.02:0.70:0.66:0.44:0.59:0.32:0.46:1.15:1.01:0.86:1.05:0.90:0.95:0.60:0.52:0.62:0.44:0.52:1.00:1.01:1.19:0.93:0.99:1.04:0.92:0.74:0.91:0.85:0.86:0.61	1157.9976	893.1299	726.35095	1057.1974	993.36835	962.20734	729.6018	1364.5049	854.93243	1428.5947	1129.2122	1.00:0.77:0.63:0.91:0.86:0.83:0.63:1.18:0.74:1.23:0.98	12553	Inactive rhomboid protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=RHBDF2 PE=1 SV=8
3906	0.031214562506883023	0.0006992780194868833	0.5159050544510428	6126	True	H7C561|H7C561_HUMAN	35.08	2.75	3	1		524.97205	577.27625	468.91293	536.4437	463.35202	453.30182	358.97614	425.86053	335.64767	426.71667	541.95953	527.7901	324.85632	309.16098	290.4596	369.97797	404.80072	426.02112	414.7544	439.21683	455.94025	492.31552	1259.865	618.04846	436.2473	431.97827	410.59418	493.28412	454.74127	504.52188	825.13043	609.2382	922.75385	1206.2213	1103.9006	1132.73	950.0113	1015.404	1196.5336	1291.4897	187.72714	170.82056	776.37286	770.93054	743.14575	704.5316	581.4974	1297.4551	1052.305	1040.9806	1028.2507	975.5762	1169.3007	1155.8774	508.41534	529.5054	682.5016	1067.1301	1194.9996	1086.643	865.8895	1126.553	488.39755	302.6495	257.47073	1.00:1.10:0.89:1.02:0.88:0.86:0.68:0.81:0.64:0.81:1.03:1.01:0.62:0.59:0.55:0.70:0.77:0.81:0.79:0.84:0.87:0.94:2.40:1.18:0.83:0.82:0.78:0.94:0.87:0.96:1.57:1.16:1.76:2.30:2.10:2.16:1.81:1.93:2.28:2.46:0.36:0.33:1.48:1.47:1.42:1.34:1.11:2.47:2.00:1.98:1.96:1.86:2.23:2.20:0.97:1.01:1.30:2.03:2.28:2.07:1.65:2.15:0.93:0.58:0.49	504.04312	436.15845	354.21277	613.35675	455.22784	966.6624	801.99774	812.3222	1070.3818	796.51044	687.9339	1.00:0.87:0.70:1.22:0.90:1.92:1.59:1.61:2.12:1.58:1.36	30160	Splicing factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=8
3972	0.03182880922172142	0.0007394734308514309	0.3053595765701118	711	True	A0A0G2JQM1|A0A0G2JQM1_HUMAN	8.57	2.21	23	1	Carbamidomethylation	122483.234	115189.0	111956.055	115497.46	110387.67	112084.38	27235.93	69890.82	125535.39	117647.91	112807.29	116920.875	104299.78	99207.02	89155.266	94833.66	77133.04	83238.7	76833.0	77109.58	109613.46	101330.766	88425.28	89027.52	106196.02	103120.1	107702.16	97112.58	155022.72	156631.83	161361.84	157590.19	112113.3	113441.016	100476.25	99768.59	70486.75	66012.71	96663.22	97671.76	246511.14	265836.1	122455.23	120482.25	157560.94	165480.98	106029.97	99682.02	84446.08	81505.336	66342.82	66994.35	126385.74	131402.52	155937.73	160774.2	128112.516	108244.8	115705.91	111162.89	111832.12	106020.26	102917.61	95113.21	167109.2	1.00:0.94:0.91:0.94:0.90:0.92:0.22:0.57:1.02:0.96:0.92:0.95:0.85:0.81:0.73:0.77:0.63:0.68:0.63:0.63:0.89:0.83:0.72:0.73:0.87:0.84:0.88:0.79:1.27:1.28:1.32:1.29:0.92:0.93:0.82:0.81:0.58:0.54:0.79:0.80:2.01:2.17:1.00:0.98:1.29:1.35:0.87:0.81:0.69:0.67:0.54:0.55:1.03:1.07:1.27:1.31:1.05:0.88:0.94:0.91:0.91:0.87:0.84:0.78:1.36	114599.63	95006.37	91311.24	90389.94	120964.234	124125.195	140530.28	128615.234	92846.14	133755.03	115692.55	1.00:0.83:0.80:0.79:1.06:1.08:1.23:1.12:0.81:1.17:1.01	70827	AP-2 complex subunit alpha-2 (Fragment) OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=1
4019	0.026145948941227005	0.0004314513026605116	1.7693195418453982	2485	True	Q14562|DHX8_HUMAN	40.55	1.8	3	2	Deamidation (NQ)	2184.6523	3290.9958	1080.2026	2036.072	1007.91364	2884.3416	742.08997	2102.5774	651.00745	751.3657	2090.4302	7008.978	636.48553	670.3527	536.3379	553.94946	845.67053	600.0085	3131.9805	2786.0115	3253.588	3402.9697	7085.708	3699.3428	3250.6174	1888.8771	3111.2188	2237.4802	1771.302	1742.4012	3002.8857	3097.7993	608.141	5201.0425	756.1084	3158.8079	1913.9152	896.4574	700.0989	1674.6976	192.2023	219.34032	2125.0334	1586.4852	2311.9253	778.57245	1038.2334	930.5065	512.16486	2094.4902	604.7093	510.67374	624.6849	1546.8864	458.34036	494.0261	879.6346	748.51355	489.8937	1187.3512	1019.7168	5613.7188	6560.2573	2068.0906	360.06512	1.00:1.51:0.49:0.93:0.46:1.32:0.34:0.96:0.30:0.34:0.96:3.21:0.29:0.31:0.25:0.25:0.39:0.27:1.43:1.28:1.49:1.56:3.24:1.69:1.49:0.86:1.42:1.02:0.81:0.80:1.37:1.42:0.28:2.38:0.35:1.45:0.88:0.41:0.32:0.77:0.09:0.10:0.97:0.73:1.06:0.36:0.48:0.43:0.23:0.96:0.28:0.23:0.29:0.71:0.21:0.23:0.40:0.34:0.22:0.54:0.47:2.57:3.00:0.95:0.16	2080.6963	2224.4082	640.4674	3893.2666	2333.6494	2637.464	932.7853	1461.7927	982.26825	614.08167	2801.5332	1.00:1.07:0.31:1.87:1.12:1.27:0.45:0.70:0.47:0.30:1.35	139315	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1
4233	0.034443544312810846	0.0008615373251771342	0.64438372430204	3423	True	P33316|DUT_HUMAN	52.66	21.03	8	4	Carbamidomethylation	16628.441	16982.863	17792.936	17950.246	18692.656	18447.598	16566.59	10047.377	27630.695	18494.371	15490.069	14896.087	13546.513	14657.482	10883.427	12010.67	7917.8105	8614.74	15256.755	16959.885	13633.8955	10221.488	15177.527	15305.078	15556.942	14996.023	11083.683	18571.102	17391.414	17463.979	8953.229	15113.879	12761.0205	12394.376	24421.729	12024.045	10725.363	12448.609	11402.359	9191.338	10727.019	9838.261	13961.309	14356.459	6423.815	9360.695	7523.8174	7083.588	23276.822	18075.336	27040.434	12693.321	25209.656	26036.098	6436.7764	6350.312	12869.68	12651.553	11983.947	13873.306	7159.465	15713.074	15311.939	11252.303	10663.411	1.00:1.02:1.07:1.08:1.12:1.11:1.00:0.60:1.66:1.11:0.93:0.90:0.81:0.88:0.65:0.72:0.48:0.52:0.92:1.02:0.82:0.61:0.91:0.92:0.94:0.90:0.67:1.12:1.05:1.05:0.54:0.91:0.77:0.75:1.47:0.72:0.65:0.75:0.69:0.55:0.65:0.59:0.84:0.86:0.39:0.56:0.45:0.43:1.40:1.09:1.63:0.76:1.52:1.57:0.39:0.38:0.77:0.76:0.72:0.83:0.43:0.94:0.92:0.68:0.64	17749.123	17187.531	11271.773	14425.771	15843.856	14278.046	10722.158	9784.947	22055.277	10058.453	12328.916	1.00:0.97:0.64:0.81:0.89:0.80:0.60:0.55:1.24:0.57:0.69	26563	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4
4455	0.02683618792441379	0.00047530178750885367	0.6096816587230265	3843	True	Q9BW62|KATL1_HUMAN	90.87	6.12	3	2	Carbamidomethylation	1585.7344	1572.3451	1647.847	1619.8969	1706.3676	1739.2172	1412.2234	1423.0978	986.90314	964.1221	1515.8583	1456.2781	1521.3302	1297.0348	1004.49554	986.9094	1076.8014	1063.957	1402.5035	1327.2236	1363.6389	1331.191	1436.112	1526.5546	1402.7327	1367.323	1472.1368	1418.5128	1576.9275	1510.16	2708.7961	2823.898	1696.6447	2344.3362	1690.889	1734.233	1640.654	1732.1932	1491.0417	1584.3706	2971.5085	1768.4535	1744.4714	1323.7749	2162.3623	2336.1553	2224.2083	2109.9612	1489.5201	1527.0273	1561.3193	1545.5657	1644.8154	1689.889	2147.8877	2294.506	2438.0964	2156.8008	2247.596	1529.8727	1645.5919	1596.4564	1427.9493	1377.7411	1512.5983	1.00:0.99:1.04:1.02:1.08:1.10:0.89:0.90:0.62:0.61:0.96:0.92:0.96:0.82:0.63:0.62:0.68:0.67:0.88:0.84:0.86:0.84:0.91:0.96:0.88:0.86:0.93:0.89:0.99:0.95:1.71:1.78:1.07:1.48:1.07:1.09:1.03:1.09:0.94:1.00:1.87:1.12:1.10:0.83:1.36:1.47:1.40:1.33:0.94:0.96:0.98:0.97:1.04:1.07:1.35:1.45:1.54:1.36:1.42:0.96:1.04:1.01:0.90:0.87:0.95	1645.2346	1293.0804	1158.4214	1397.8706	1457.9655	2166.466	1864.7036	1983.4889	1576.3562	2256.9773	1515.0349	1.00:0.79:0.70:0.85:0.89:1.32:1.13:1.21:0.96:1.37:0.92	55392	Katanin p60 ATPase-containing subunit A-like 1 OS=Homo sapiens OX=9606 GN=KATNAL1 PE=1 SV=1
4486	0.035697029904366136	0.0009243467008268856	0.2673831577008343	6082	True	Q01650|LAT1_HUMAN	27.4	3.55	1	1		1671.5852	1715.5243	1884.4933	1875.0309	1953.5848	1850.7334	1883.8796	1815.2928	1410.4797	1620.48	1866.3192	1964.78	1533.0645	1562.1265	1568.1084	1582.9211	1264.8173	1337.5432	2090.0544	2127.9097	1707.8995	1640.253	1827.841	1815.7638	1633.5746	1642.2314	1595.9615	1724.1315	1798.5818	1419.0452	1551.8018	1706.8164	1605.3809	1526.4249	1502.5873	1510.0645	1727.7191	1577.2073	1572.0934	1517.8445	361.80328	370.91595	1429.8014	1384.7084	1491.3246	1507.6976	1490.4359	1523.0205	1414.5352	1251.3386	1375.1613	1108.774	1289.3129	1412.8191	1668.0002	1633.1149	1507.7452	1553.0182	1478.2198	1630.8864	1504.7139	1669.2117	1873.9076	1808.33	2182.8682	1.00:1.03:1.13:1.12:1.17:1.11:1.13:1.09:0.84:0.97:1.12:1.18:0.92:0.93:0.94:0.95:0.76:0.80:1.25:1.27:1.02:0.98:1.09:1.09:0.98:0.98:0.95:1.03:1.08:0.85:0.93:1.02:0.96:0.91:0.90:0.90:1.03:0.94:0.94:0.91:0.22:0.22:0.86:0.83:0.89:0.90:0.89:0.91:0.85:0.75:0.82:0.66:0.77:0.85:1.00:0.98:0.90:0.93:0.88:0.98:0.90:1.00:1.12:1.08:1.31	1825.1587	1760.2052	1474.7634	1868.2869	1635.5876	1567.1793	1187.9305	1471.1648	1308.6569	1568.0197	1778.3196	1.00:0.96:0.81:1.02:0.90:0.86:0.65:0.81:0.72:0.86:0.97	55010	Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2
4672	0.038543498944835664	0.001169227665964123	0.4110618232816847	4206	True	P36959|GMPR1_HUMAN	68.55	9.28	4	2	Carbamidomethylation	2052.3855	2170.188	2296.5728	2246.509	2895.1968	2787.8877	2385.3743	2416.1526	1493.1327	1459.5034	2716.5076	2654.3762	1651.2065	1609.9615	1583.8099	1766.7568	1850.7657	2049.6724	2365.7048	2276.624	2060.3372	2154.46	2173.0515	2263.6943	2391.4946	2090.8699	2362.4045	2351.3115	2579.269	2687.1853	2800.8542	2844.0862	2849.5044	2843.3901	2624.789	2438.411	2553.0396	2371.4324	2924.5544	2798.225	4037.511	2534.6091	2944.1448	2947.3584	1899.6913	2982.7817	3247.755	3055.926	1905.8081	1843.8497	1696.5347	1609.464	2631.6543	2552.8015	3362.3997	3169.0793	3431.0112	3114.7556	3411.3682	2757.3438	2934.301	2320.9712	2356.8687	2309.5215	3098.306	1.00:1.06:1.12:1.09:1.41:1.36:1.16:1.18:0.73:0.71:1.32:1.29:0.80:0.78:0.77:0.86:0.90:1.00:1.15:1.11:1.00:1.05:1.06:1.10:1.17:1.02:1.15:1.15:1.26:1.31:1.36:1.39:1.39:1.39:1.28:1.19:1.24:1.16:1.42:1.36:1.97:1.23:1.43:1.44:0.93:1.45:1.58:1.49:0.93:0.90:0.83:0.78:1.28:1.24:1.64:1.54:1.67:1.52:1.66:1.34:1.43:1.13:1.15:1.13:1.51	2408.1233	2187.5078	1752.0288	2215.6453	2410.4224	2733.5059	2869.8953	2846.2761	2040.0187	3297.723	2629.552	1.00:0.91:0.73:0.92:1.00:1.14:1.19:1.18:0.85:1.37:1.09	37419	GMP reductase 1 OS=Homo sapiens OX=9606 GN=GMPR PE=1 SV=1
4764	0.027782025972405238	0.0005067070917322477	1.398500182142886	3538	True	O75882|ATRN_HUMAN	63.35	1.61	2	2	Carbamidomethylation	934.3684	846.57434	1370.0477	1295.7963	1197.2025	1398.396	972.5101	921.4994	416.3701	406.71967	2088.3523	1955.2776	520.35114	407.71786	427.83542	422.58517	739.6287	827.0753	1333.1196	1291.7562	998.811	976.69684	820.383	899.08545	2053.7803	1707.169	1455.7383	1595.0114	1997.4423	1731.0885	1122.073	1157.6031	1405.3749	1347.2734	1474.7173	1454.992	1521.5286	1498.9268	1325.7996	1497.674	1929.3466	1989.2294	1959.6614	2024.4589	1363.3751	1369.4678	1720.395	1794.7705	989.23303	890.32715	431.51038	651.9976	1516.7725	1668.7445	2459.8774	1176.7076	1919.9965	1121.6525	1999.8417	1308.9011	1609.1725	1532.9924	1265.7655	1136.0107	1519.1937	1.00:0.91:1.47:1.39:1.28:1.50:1.04:0.99:0.45:0.44:2.24:2.09:0.56:0.44:0.46:0.45:0.79:0.89:1.43:1.38:1.07:1.05:0.88:0.96:2.20:1.83:1.56:1.71:2.14:1.85:1.20:1.24:1.50:1.44:1.58:1.56:1.63:1.60:1.42:1.60:2.06:2.13:2.10:2.17:1.46:1.47:1.84:1.92:1.06:0.95:0.46:0.70:1.62:1.79:2.63:1.26:2.05:1.20:2.14:1.40:1.72:1.64:1.35:1.22:1.63	1173.7308	1126.7882	557.5323	1053.3087	1756.705	1327.0056	1627.0841	1705.3547	1024.7642	1735.6151	1395.3394	1.00:0.96:0.48:0.90:1.50:1.13:1.39:1.45:0.87:1.48:1.19	158537	Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2
4796	0.00543258042086528	3.585861663937479e-05	1.0290052928652855	3722	True	E7EWR4|E7EWR4_HUMAN	52.86	13.23	9	6	Carbamidomethylation	11073.17	12075.694	16583.36	17749.959	18014.262	11266.703	6163.174	6105.0835	8773.874	8465.836	16207.495	16667.37	6866.815	7002.341	6501.6997	6730.908	7347.3506	7870.1333	17110.502	16690.121	18095.273	18378.574	13412.707	11739.118	18468.031	17070.402	17176.312	16476.172	17889.031	18080.422	6797.2476	6127.2725	10626.842	10127.529	8452.684	8683.173	11926.289	7561.011	11281.528	11590.178	5817.775	5422.1855	15970.172	11879.335	5996.0137	6747.7515	12089.936	11766.362	7959.6753	8420.009	7884.879	7959.467	8663.042	12042.87	11030.495	10513.988	13206.229	12767.981	11950.667	11203.624	11552.56	18697.178	17461.428	7080.9526	5229.9053	1.00:1.09:1.50:1.60:1.63:1.02:0.56:0.55:0.79:0.76:1.46:1.51:0.62:0.63:0.59:0.61:0.66:0.71:1.55:1.51:1.63:1.66:1.21:1.06:1.67:1.54:1.55:1.49:1.62:1.63:0.61:0.55:0.96:0.91:0.76:0.78:1.08:0.68:1.02:1.05:0.53:0.49:1.44:1.07:0.54:0.61:1.09:1.06:0.72:0.76:0.71:0.72:0.78:1.09:1.00:0.95:1.19:1.15:1.08:1.01:1.04:1.69:1.58:0.64:0.47	14460.524	10397.139	7053.208	15904.383	17526.729	8469.125	9640.303	10741.595	8821.657	11893.872	11870.941	1.00:0.72:0.49:1.10:1.21:0.59:0.67:0.74:0.61:0.82:0.82	62943	Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1
4860	0.0398136349920903	0.0012663496632344087	0.36821246201935764	602	True	P48147|PPCE_HUMAN	17.26	54.79	31	31	Carbamidomethylation; Deamidation (NQ)	116091.13	115642.12	131794.23	123244.23	145924.38	160497.81	113718.05	103632.97	137698.03	128469.31	149178.25	151389.02	110785.7	95422.055	100197.805	99009.67	98468.52	81057.71	119090.57	121429.586	109702.64	121100.69	100741.74	100628.61	132279.81	113724.65	130441.2	142066.44	149464.92	148760.2	113954.01	118558.62	111059.71	121394.04	112849.375	105095.02	83710.11	90866.13	103479.34	100796.18	300373.2	37921.44	125629.84	40524.11	125472.375	133515.6	105480.17	107379.86	99369.65	103385.56	93357.95	95256.07	197110.11	207772.1	30752.887	28892.607	102261.6	95664.164	101671.78	118926.04	126894.805	106587.78	116694.266	133601.36	177509.12	1.00:1.00:1.14:1.06:1.26:1.38:0.98:0.89:1.19:1.11:1.29:1.30:0.95:0.82:0.86:0.85:0.85:0.70:1.03:1.05:0.94:1.04:0.87:0.87:1.14:0.98:1.12:1.22:1.29:1.28:0.98:1.02:0.96:1.05:0.97:0.91:0.72:0.78:0.89:0.87:2.59:0.33:1.08:0.35:1.08:1.15:0.91:0.92:0.86:0.89:0.80:0.82:1.70:1.79:0.26:0.25:0.88:0.82:0.88:1.02:1.09:0.92:1.01:1.15:1.53	132198.98	130680.945	97490.25	112115.64	136122.88	113818.47	119524.4	106333.66	132708.58	71848.61	130035.56	1.00:0.99:0.74:0.85:1.03:0.86:0.90:0.80:1.00:0.54:0.98	80700	Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2
4869	0.035697029904366136	0.0009859537767469445	0.6336277100082537	3767	True	P48307|TFPI2_HUMAN	200.0	23.83	4	4	Carbamidomethylation	4294.4526	4223.331	5601.73	5247.7725	6594.8774	7203.7695	5612.404	5259.1226	3571.8313	3817.3286	6471.4893	5734.0464	3552.4216	3913.7874	3437.1816	2898.4968	3342.3967	3648.303	7252.875	6070.628	6514.1826	5934.566	5287.2246	5005.7026	6686.2646	5394.652	8055.6494	6781.4893	8465.5	8897.615	11263.641	9771.029	9269.449	9469.497	11308.57	10076.305	6175.2354	5912.777	7038.8633	7159.321	3270.8472	5151.114	6552.043	5635.1494	5431.4	5555.3335	4409.541	4589.879	7821.338	7692.4585	7480.78	7373.38	10391.651	8751.29	51094.37	49828.6	48424.754	73094.38	68166.836	32839.996	4562.2324	5275.7007	4928.3145	5294.587	12983.044	1.00:0.98:1.30:1.22:1.54:1.68:1.31:1.22:0.83:0.89:1.51:1.34:0.83:0.91:0.80:0.67:0.78:0.85:1.69:1.41:1.52:1.38:1.23:1.17:1.56:1.26:1.88:1.58:1.97:2.07:2.62:2.28:2.16:2.21:2.63:2.35:1.44:1.38:1.64:1.67:0.76:1.20:1.53:1.31:1.26:1.29:1.03:1.07:1.82:1.79:1.74:1.72:2.42:2.04:11.90:11.60:11.28:17.02:15.87:7.65:1.06:1.23:1.15:1.23:3.02	5527.656	5077.7036	3465.4312	6010.8633	7380.195	10193.082	5784.693	5362.224	8251.816	58121.785	10980.6455	1.00:0.92:0.63:1.09:1.34:1.84:1.05:0.97:1.49:10.51:1.99	26934	Tissue factor pathway inhibitor 2 OS=Homo sapiens OX=9606 GN=TFPI2 PE=1 SV=1
